

****************
Part E
****************

Solution for Part E with n = 128, omega = 0, and rho max = 128 took 64.6576 seconds
Reached specified tolerance of (1E-10) in 25105 iterations
This translates to 1.53 iterations/element

Part E Sol w1   numpy .eig      numpy .eigh
3.6098164327    3.6098164327    3.6098164327
3.6500222074    3.6500222074    3.6500222074
3.6894613994    3.6894613994    3.6894613994
3.7280931974    3.7280931974    3.7280931974
3.7658748600    3.7658748600    3.7658748600
3.8027612131    3.8027612131    3.8027612131
3.8387039879    3.8387039879    3.8387039879
3.8736509301    3.8736509301    3.8736509301
3.9075445766    3.9075445766    3.9075445766
3.9403205246    3.9403205246    3.9403205246
3.9719049038    3.9719049038    3.9719049038
4.0022105324    4.0022105324    4.0022105324
4.0311307907    4.0311307907    4.0311307907
4.0585296062    4.0585296062    4.0585296062
4.0842298607    4.0842298607    4.0842298607
4.1080397004    4.1080397004    4.1080397004
4.1295085049    4.1295085049    4.1295085049
4.1442277641    4.1442277641    4.1442277641
4.1600411156    4.1600411156    4.1600411156
4.1844089535    4.1844089535    4.1844089535
4.2123619290    4.2123619290    4.2123619290
4.2428379961    4.2428379961    4.2428379961
4.2755413837    4.2755413837    4.2755413837
4.3003169225    4.3003169225    4.3003169225
4.3103518102    4.3103518102    4.3103518102
4.3472273047    4.3472273047    4.3472273047
4.3861734417    4.3861734417    4.3861734417
4.4272309618    4.4272309618    4.4272309618
4.4704708820    4.4704708820    4.4704708820
4.5159935926    4.5159935926    4.5159935926
4.5639307193    4.5639307193    4.5639307193
4.6144495007    4.6144495007    4.6144495007
4.6677600267    4.6677600267    4.6677600267
4.7241262872    4.7241262872    4.7241262872
4.7838828199    4.7838828199    4.7838828199
4.8474602099    4.8474602099    4.8474602099
4.9154255022    4.9154255022    4.9154255022
4.9885495160    4.9885495160    4.9885495160
5.0679268258    5.0679268258    5.0679268258
5.1552103828    5.1552103828    5.1552103828
5.2531353633    5.2531353633    5.2531353633
5.3669575267    5.3669575267    5.3669575267
5.5102619953    5.5102619953    5.5102619953
The Unit Tests have PASSED

